Id,Predicted
998af5bf96,0.0
4ac01c9f90,1.0
e2e3bbf3aa,0.0
2614f7b5de,1.0
378bf58fa3,1.0
4d9e43aa45,1.0
7b474abf9e,1.0
bd46759770,0.0
1d1e147bed,1.0
9be9e20392,1.0
83ac9989ef,1.0
25722484f8,1.0
424cb71f5a,1.0
4fcd467a4d,0.0
f73b619dec,1.0
2cc1219cb0,0.0
471cc33194,0.0
0404648e1c,0.0
ac450a818c,0.0
7a61032fff,1.0
dac6ee8da5,1.0
6d58faa39a,0.0
ff6df46268,1.0
ead4f91796,0.0
0d401237c2,0.0
a43ba3e5b2,0.0
8991d5726a,1.0
f75ab644ab,1.0
a351659f85,0.0
e254c37471,1.0
02d547ea16,1.0
dc898bf99a,1.0
7a5e6a6349,0.0
804efc7f73,0.0
718fa1b02e,1.0
b5e3b51d4c,1.0
b3f6b2cac4,1.0
f9182af73a,1.0
96674184d6,0.0
500d5b1751,1.0
eb13d7f4a5,1.0
d11cd15875,1.0
27f1fa3214,1.0
a220b176f4,1.0
35eb97a484,1.0
8c015be59f,0.0
349af9407c,0.0
c6bc70de5a,0.0
68503bdeea,1.0
cd8deca773,0.0
ddba1b860a,1.0
faae6e2fa3,1.0
3bd10905ed,0.0
fdbaccd945,1.0
641c23fb92,1.0
ffe21d13e9,1.0
873e668560,1.0
1aec758353,0.0
5d1568384c,1.0
7f392f9c06,0.0
8080dbb71a,1.0
c5a93b6bbb,1.0
87aa7c3315,1.0
30a26386c8,1.0
0bc67060be,1.0
bc361e245e,0.0
fb872556ee,1.0
8a159382ea,1.0
2873883fa9,1.0
81e116b711,1.0
054c99470c,1.0
68103f1782,0.0
a9d552a200,1.0
351d279fba,1.0
983b7ba96d,1.0
4d9e3851b0,1.0
568bf73e67,1.0
f280a72e80,1.0
6e5ce8da91,1.0
3fbddd2d8d,1.0
ca2d9efd4c,1.0
e10a97ec7c,1.0
37e1fe8e28,1.0
944c44e2e1,1.0
7270ae8bb3,0.0
84a35b5bea,1.0
959c593450,1.0
7648a76c96,1.0
c94e19633a,1.0
2485291669,1.0
fc9eb14f18,1.0
05edc8f85a,0.0
83f3b8d9c9,1.0
0cee22656f,0.0
e0aec9293a,0.0
42ebd9099d,1.0
f254f7b8ff,1.0
0ba6aaf9aa,0.0
18f17cb63c,1.0
2a66823166,1.0
4145184473,1.0
17dfbe1ed9,1.0
5142407755,0.0
0accb82cb5,1.0
974b35f889,1.0
3dd571f461,0.0
b770afa9e6,0.0
1b93c8f38c,1.0
21402699c0,1.0
215eae817c,0.0
5cf87728e6,1.0
a119b51e33,1.0
0f529d997a,1.0
b99780d3eb,1.0
fafc1c85a5,1.0
06d79996c4,1.0
d757623954,1.0
23013f9a40,1.0
4fccd9f4bb,0.0
68c674acdb,0.0
080116db0a,1.0
473841e6c4,0.0
692f5741d2,0.0
b81723c6ee,1.0
bbe8bf6fe1,1.0
766edb2b9f,1.0
43c2747b8e,1.0
6d2f7706c3,0.0
f0265656e5,1.0
03ff7b5de5,0.0
192fc7cdbc,1.0
59fa0bb3bf,0.0
e53f3fb1a4,0.0
392c539fed,1.0
36532d8f18,1.0
037b1abfd0,0.0
d454fa35a5,1.0
b303da170c,0.0
32dc2d3da5,0.0
ead4e636bc,0.0
70f35f406a,1.0
cc3d762b98,1.0
4363c63d9c,1.0
58c0fd11e3,1.0
4921fcb7c4,1.0
f60cc81508,1.0
d60596aed5,0.0
aa3f61e6c8,0.0
ece42636bb,1.0
c65b55f251,0.0
3d08334de3,0.0
e821d70963,0.0
9ab5b2e403,0.0
afd2159e57,1.0
abe4a36ce0,0.0
e9d758a224,1.0
f967942f57,1.0
0da090c332,0.0
70027ba3e4,1.0
ebae5c5c42,1.0
4cbc3ba8af,1.0
30ca6029c6,1.0
22f0294ce9,1.0
5820925380,1.0
4a0146e1e6,0.0
223329490e,1.0
0010789f06,1.0
a614fc10f5,1.0
266e76dd91,0.0
c9a027f49f,1.0
258ed281c7,1.0
1969b0c0d6,1.0
d35f126ad0,1.0
c8ea5ad9c8,0.0
8f6133751f,1.0
e90acf3c42,1.0
842b557aab,1.0
4e643cc041,0.0
7ba6578993,0.0
9fda61503d,0.0
9eef247f72,0.0
b4202309d4,0.0
68087dccec,1.0
1140507348,1.0
ba3b4be4f5,0.0
2bffd86b55,0.0
1dbe478001,0.0
d06582e26d,1.0
9b12547533,1.0
915c66ead8,1.0
354fb0d40a,1.0
aeda6e2145,1.0
7f68e56b14,1.0
4ba5995598,1.0
af3ef576ab,0.0
1aa63342fb,0.0
99a0bfe701,0.0
55885b8d56,1.0
4d5bbfeddc,1.0
f7554c062c,1.0
2c3ef296fd,0.0
9cc5161b00,1.0
e91ab170ff,1.0
547321030c,0.0
542499cbd6,1.0
a9bbe4e790,1.0
0fe365d29f,0.0
5802b869df,1.0
c0da2b190b,0.0
b01cb3c216,1.0
9d7fa735e2,1.0
1407d73622,1.0
726e501993,1.0
e5e2d9d1f3,1.0
d3e52b51b7,1.0
dec8fd9fe3,1.0
2a7f29502f,1.0
e85202c654,0.0
c2fe4478f1,0.0
3ba4b20516,0.0
1dd3b7109e,0.0
03f5d78195,1.0
24f04650ae,1.0
71dddc0dff,0.0
615c387846,1.0
36ead74ef4,0.0
b5ba656880,1.0
17627e0aad,1.0
66c07f97ef,1.0
4987043fd4,0.0
a34556d35f,1.0
1c08943537,0.0
99edd4600f,0.0
8dde688865,0.0
296673ff0f,0.0
1a709deb79,1.0
ecd73c6d97,1.0
38475e87c7,0.0
054fd10460,1.0
d3cff5f3ae,0.0
f238bc8516,1.0
c0cfdebd33,1.0
f3d95b57b1,1.0
4a96249939,1.0
7d73cedc31,1.0
59d4b58ebd,1.0
5d941201a6,1.0
687dacee4b,1.0
7e21d8a7ab,0.0
90a2cdb657,1.0
5311fcede6,1.0
1ec3a35f33,1.0
